"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"ertrag_bez";"ertrag_kur";"NAME_HAUPT";"NAME_UNTER";"X";"Y"
"422";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5503";"GG";2503;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2503";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Baruther Tal (mit Fiener Bruch)";400509,67;5755647,67
"423";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5504";"GG";2504;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2504";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Baruther Tal (mit Fiener Bruch)";410509,67;5755647,67
"424";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5505";"GG";2505;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2505";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN";"Baruther Tal (mit Fiener Bruch)";420509,67;5755647,67
"425";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5506";"GG";2506;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2506";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"SPREEWALD";"Malxe-Spree-Niederung";430509,67;5755647,67
"426";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5507";"GG";2507;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2507";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Leuthener Sandplatte";440509,67;5755647,67
"427";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5508";"GG";2508;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2508";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (450509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Lieberoser Heide und Schlaubegebiet";450509,67;5755647,67
"428";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5509";"GG";2509;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2509";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (460509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Lieberoser Heide und Schlaubegebiet";460509,67;5755647,67
"429";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5510";"GG";2510;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2510";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (470509.6675 5755647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Gubener Land mit Diehloer Hügeln";470509,67;5755647,67
"430";NA;"Teltow-Fläming";"unbek.";NA;NA;NA;NA;NA;NA;"5557";"GG";2557;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2557";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (380509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"FLÄMING";"Südliches Fläminghügelland";380509,67;5745647,67
"431";NA;"Teltow-Fläming";"unbek.";NA;NA;NA;NA;NA;NA;"5558";"GG";2558;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2558";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (390509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"FLÄMING";"Südliches Fläminghügelland";390509,67;5745647,67
"432";NA;"Teltow-Fläming";"unbek.";NA;NA;NA;NA;NA;NA;"5559";"GG";2559;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2559";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Lausitzer Grenzwall";400509,67;5745647,67
"433";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5560";"GG";2560;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2560";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"überwiegend versiegelt und verbreitet Bodenzahlen <30";"n/v";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";410509,67;5745647,67
"434";NA;"Oberspreewald-Lausitz";"unbek.";NA;NA;NA;NA;NA;NA;"5561";"GG";2561;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2561";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";420509,67;5745647,67
"435";NA;"Oberspreewald-Lausitz";"unbek.";NA;NA;NA;NA;NA;NA;"5562";"GG";2562;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2562";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"SPREEWALD";"Malxe-Spree-Niederung";430509,67;5745647,67
"436";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5563";"GG";2563;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2563";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"SPREEWALD";"Malxe-Spree-Niederung";440509,67;5745647,67
"437";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5564";"GG";2564;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2564";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (450509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"SPREEWALD";"Malxe-Spree-Niederung";450509,67;5745647,67
"438";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5565";"GG";2565;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2565";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (460509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"SPREEWALD";"Malxe-Spree-Niederung";460509,67;5745647,67
"439";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5566";"GG";2566;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2566";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (470509.6675 5745647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Gubener Land mit Diehloer Hügeln";470509,67;5745647,67
"440";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5612";"GG";2612;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2612";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (380509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"ELBE-MULDE-TIEFLAND";"Elbe-Elster Tiefland";380509,67;5735647,67
"441";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5613";"GG";2613;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2613";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (390509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Lausitzer Grenzwall";390509,67;5735647,67
"442";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5614";"GG";2614;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2614";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Lausitzer Grenzwall";400509,67;5735647,67
"443";NA;"Dahme-Spreewald";"unbek.";NA;NA;NA;NA;NA;NA;"5615";"GG";2615;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2615";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";410509,67;5735647,67
"444";NA;"Oberspreewald-Lausitz";"unbek.";NA;NA;NA;NA;NA;NA;"5616";"GG";2616;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2616";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";420509,67;5735647,67
"445";NA;"Oberspreewald-Lausitz";"unbek.";NA;NA;NA;NA;NA;NA;"5617";"GG";2617;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2617";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";430509,67;5735647,67
"446";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5618";"GG";2618;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2618";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";440509,67;5735647,67
"447";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5619";"GG";2619;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2619";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (450509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"SPREEWALD";"Cottbusser Schwemmsandfächer";450509,67;5735647,67
"448";NA;"Cottbus Städte";"unbek.";NA;NA;NA;NA;NA;NA;"5620";"GG";2620;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2620";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (460509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"SPREEWALD";"Cottbusser Schwemmsandfächer";460509,67;5735647,67
"449";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5621";"GG";2621;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2621";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (470509.6675 5735647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"SPREEWALD";"Cottbusser Schwemmsandfächer";470509,67;5735647,67
"450";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5665";"GG";2665;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2665";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (380509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"ELBE-MULDE-TIEFLAND";"Elbe-Elster Tiefland";380509,67;5725647,67
"451";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5666";"GG";2666;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2666";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (390509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Niederlausitzer Randhügel";390509,67;5725647,67
"452";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5667";"GG";2667;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2667";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend >50";"r";"LAUSITZER BECKEN UND HEIDELAND";"Kirchhain-Finsterwalder Becken";400509,67;5725647,67
"453";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5668";"GG";2668;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2668";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"LAUSITZER BECKEN UND HEIDELAND";"Kirchhain-Finsterwalder Becken";410509,67;5725647,67
"454";NA;"Elbe-Elster";"unbek.";NA;NA;NA;NA;NA;NA;"5669";"GG";2669;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2669";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Kirchhain-Finsterwalder Becken";420509,67;5725647,67
"455";NA;"Oberspreewald-Lausitz";"unbek.";NA;NA;NA;NA;NA;NA;"5670";"GG";2670;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2670";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Lausitzer Grenzwall";430509,67;5725647,67
"456";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5671";"GG";2671;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2671";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"LAUSITZER BECKEN UND HEIDELAND";"Luckau-Calauer Becken";440509,67;5725647,67
"457";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5672";"GG";2672;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2672";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (450509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen vorherrschend <30";"n";"LAUSITZER BECKEN UND HEIDELAND";"Cottbusser Sandplatte";450509,67;5725647,67
"458";NA;"Spree-Neiße";"unbek.";NA;NA;NA;NA;NA;NA;"5673";"GG";2673;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 2673";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (460509.6675 5725647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LAUSITZER BECKEN UND HEIDELAND";"Cottbusser Sandplatte";460509,67;5725647,67
