"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"Bodenabt_1";"EL.Elevati";"X";"Y"
"164";114;"Uckermark";"Klockow";NA;NA;"5916230.64609906";"433982.3135277";NA;"SS";"3114";"LBK Siedlungen";46046;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Klockow 38";NA;NA;38;"38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (433982.3135277 5916230.64609906)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";52,97;NA;-3,23446;5,82951;3,77702;93,36073;6;22;NA;0,81862;10,18099;1,18739;3;1;2;3,51187;2,70643;NA;433982,31;5916230,65
"165";115;"Uckermark";"Luetzlow";NA;NA;"5899749.2340105";"434549.91079246";NA;"SS";"3115";"LBK Siedlungen";37898;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Luetzlow 61";NA;NA;61;"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (434549.91079246 5899749.2340105)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";72,59;NA;0,4003;11,34319;9,21744;350,18839;1;23;NA;0,75724;5,06985;3,94615;2;4;4;29,73484;11,90784;NA;434549,91;5899749,23
"166";116;"Uckermark";"Meichow";NA;NA;"5894026.56395957";"430770.36194088";NA;"SS";"3116";"LBK Siedlungen";40938;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Meichow 16";NA;NA;16;"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430770.36194088 5894026.56395957)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";67,03;NA;-8,10944;3,12213;1,89371;275,427;6;3;3;0,84542;9,07311;3,55527;3;4;2;19,93289;4,72914;NA;430770,36;5894026,56
"167";117;"Uckermark";"Potzlow";NA;NA;"5897009.4565892";"422686.62794879";NA;"SS";"3117";"LBK Siedlungen";48249;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Potzlow 16";NA;NA;16;"16/8 (16)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422686.62794879 5897009.4565892)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";24,31;NA;-2,01106;5,92364;5,73649;143,13661;6;22;NA;0,83381;10,34575;1,73302;NA;NA;NA;NA;NA;NA;422686,63;5897009,46
"168";118;"Uckermark";"Prenzlau";NA;NA;"5906831.50840265";"424416.04059148";NA;"SS";"3118";"LBK Siedlungen";17581;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 30";NA;NA;30;"30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424416.04059148 5906831.50840265)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";30,98;NA;-5,77335;10,97607;9,52211;133,83659;6;23;NA;0,7912;8,1748;2,98406;NA;NA;NA;NA;NA;NA;424416,04;5906831,51
"169";119;"Uckermark";"Prenzlau";NA;NA;"5905691.9621924";"424615.9484832";NA;"SS";"3119";"LBK Siedlungen";17609;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 58";NA;NA;58;"58";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424615.9484832 5905691.9621924)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";29,69;NA;3,49466;10,53172;10,45148;253,67772;6;23;NA;0,7511;4,65628;3,68677;0;NA;6;NA;33,74889;NA;424615,95;5905691,96
"170";120;"Uckermark";"Prenzlau";NA;NA;"5906726.55081631";"424376.05547142";NA;"SS";"3120";"LBK Siedlungen";17646;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 95";NA;NA;95;"95";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424376.05547142 5906726.55081631)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";30,23;NA;-7,29016;10,34681;9,58342;225,29643;6;23;NA;0,77004;6,54635;2,3266;NA;NA;NA;NA;NA;NA;424376,06;5906726,55
"171";121;"Uckermark";"Prenzlau";NA;NA;"5906431.66422218";"424805.88036966";NA;"SS";"3121";"LBK Siedlungen";17649;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 98";NA;NA;98;"98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424805.88036966 5906431.66422218)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";26,31;NA;5,60243;6,41109;5,91211;245,4332;6;23;NA;0,77366;8,76364;2,93035;NA;NA;NA;NA;NA;NA;424805,88;5906431,66
"172";122;"Uckermark";"Prenzlau";NA;NA;"5905562.03673057";"422496.79492799";NA;"SS";"3122";"LBK Siedlungen";17679;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 128";NA;NA;128;"128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422496.79492799 5905562.03673057)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";24,58;NA;-3,03363;4,31082;2,17613;33,19973;6;22;NA;0,82241;12,1417;2,70014;2;5;4;30,55962;14,00156;NA;422496,79;5905562,04
"173";123;"Uckermark";"Prenzlau";NA;NA;"5909095.59322138";"425293.71355611";NA;"SS";"3123";"LBK Siedlungen";17685;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 134";NA;NA;134;"134";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425293.71355611 5909095.59322138)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";34,51;NA;1,92708;7,87527;5,98419;109,38859;6;22;NA;0,82711;9,86099;0,47793;NA;NA;NA;NA;NA;NA;425293,71;5909095,59
"174";124;"Uckermark";"Prenzlau";NA;NA;"5910899.8577202";"426575.22006857";NA;"SS";"3124";"LBK Siedlungen";17709;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 158";NA;NA;158;"158";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (426575.22006857 5910899.8577202)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";46,76;NA;2,98136;12,56668;5,98169;292,49545;6;23;NA;0,76795;8,33605;2,23718;1;4;4;18,97724;9,94517;NA;426575,22;5910899,86
"175";125;"Uckermark";"Prenzlau";NA;NA;"5906541.61799604";"425015.79755713";NA;"SS";"3125";"LBK Siedlungen";17721;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 170";NA;NA;170;"170";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425015.79755713 5906541.61799604)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";29,11;NA;1,97353;7,88132;7,34924;175,79802;6;23;NA;0,81137;8,39649;3,08962;NA;NA;NA;NA;NA;NA;425015,8;5906541,62
"176";126;"Uckermark";"Prenzlau";NA;NA;"5906363.69065162";"424877.85085237";NA;"SS";"3126";"LBK Siedlungen";17764;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 214";NA;NA;214;"214";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424877.85085237 5906363.69065162)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";24,73;NA;-2,68936;4,47721;3,76453;206,01482;6;3;3;0,81385;9,45853;4,32089;0;4;4;29,10267;13,93786;NA;424877,85;5906363,69
"177";127;"Uckermark";"Prenzlau";NA;NA;"5906766.52545879";"425255.70397041";NA;"SS";"3127";"LBK Siedlungen";28122;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 224";NA;NA;224;"224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425255.70397041 5906766.52545879)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";26,96;NA;-12,0612;3,4918;3,2629;216,1367;6;22;NA;0,87808;13,22948;0,91713;NA;NA;NA;NA;NA;NA;425255,7;5906766,53
"178";128;"Uckermark";"Prenzlau";NA;NA;"5906641.60724946";"422266.89839261";NA;"SS";"3128";"LBK Siedlungen";31743;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 256";NA;NA;256;"256";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422266.89839261 5906641.60724946)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";24,84;NA;9,1895;5,38955;3,63665;28,63781;6;22;NA;0,87523;13,5444;0,37537;1;1;1;1,88505;1,71247;NA;422266,9;5906641,61
"179";129;"Uckermark";"Prenzlau";NA;NA;"5905691.93985183";"426715.10865621";NA;"SS";"3129";"LBK Siedlungen";26444;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 263";NA;NA;263;"263";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (426715.10865621 5905691.93985183)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";50,3;NA;58,85604;16,58171;6,40246;287,45218;6;22;NA;0,79979;11,5639;0,2807;1;1;1;2,40807;2,42579;NA;426715,11;5905691,94
"180";130;"Uckermark";"Prenzlau";NA;NA;"5906661.57074898";"424945.82682765";NA;"SS";"3130";"LBK Siedlungen";27473;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 277";NA;NA;277;"277";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424945.82682765 5906661.57074898)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";30,58;NA;1,31781;9,16334;8,86868;228,10385;6;23;NA;0,808;7,33454;0,93226;NA;NA;NA;NA;NA;NA;424945,83;5906661,57
"181";131;"Uckermark";"Prenzlau";NA;NA;"5906331.70325795";"424895.84331351";NA;"SS";"3131";"LBK Siedlungen";27474;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 278";NA;NA;278;"278";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (424895.84331351 5906331.70325795)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";24,43;NA;-26,48361;4,09052;3,27538;297,91144;6;3;3;0,84941;11,09177;1,37955;1;3;3;14,11375;5,32491;NA;424895,84;5906331,7
"182";132;"Uckermark";"Prenzlau";NA;NA;"5906276.71690478";"425680.52879373";NA;"SS";"3132";"LBK Siedlungen";48005;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Prenzlau 406";NA;NA;406;"406";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425680.52879373 5906276.71690478)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";31,9;NA;-1,14077;8,25583;6,7306;297,93219;6;23;NA;0,7909;5,78678;2,26155;1;3;3;13,75523;7,21883;NA;425680,53;5906276,72
"183";133;"Uckermark";"Roepersdorf";NA;NA;"5904850.31698486";"422919.61819091";NA;"SS";"3133";"LBK Siedlungen";17812;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Roepersdorf 23";NA;NA;23;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422919.61819091 5904850.31698486)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";27,89;NA;21,43163;5,47079;5,40605;69,62337;6;22;NA;0,86318;13,28038;0,46275;2;2;3;5,367;5,06671;NA;422919,62;5904850,32
"184";134;"Uckermark";"Schwaneberg";NA;NA;"5908820.51180613";"443258.52345132";NA;"SS";"3134";"LBK Siedlungen";32056;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Schwaneberg 48";NA;NA;48;"48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (443258.52345132 5908820.51180613)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";55,27;NA;4,79499;28,71636;7,0971;97,47723;1;22;NA;0,71242;9,41962;0,48349;2;1;1;1,89486;1,65566;NA;443258,52;5908820,51
"185";135;"Uckermark";"Trebenow";NA;NA;"5921075.79975937";"425335.82420193";NA;"SS";"3135";"LBK Siedlungen";32054;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Trebenow 29";NA;NA;29;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (425335.82420193 5921075.79975937)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";25,79;NA;0,77204;5,52382;3,22338;110,09724;6;22;NA;0,81978;9,37152;1,20607;3;2;3;8,85815;5,46281;NA;425335,82;5921075,8
"186";136;"Uckermark";"Vietmannsdorf";NA;NA;"5879132.8234393";"402564.48885598";NA;"SS";"3136";"LBK Siedlungen";26548;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Vietmannsdorf 23";NA;NA;23;"23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (402564.48885598 5879132.8234393)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";51,34;NA;-1,65534;3,08397;0,19686;38,6083;6;22;NA;0,88614;13,48842;2,32082;1;4;4;24,08143;9,72285;NA;402564,49;5879132,82
"187";137;"Uckermark";"Wallmow";NA;NA;"5912289.16326229";"439585.03008739";NA;"SS";"3137";"LBK Siedlungen";46047;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wallmow 32";NA;NA;32;"32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439585.03008739 5912289.16326229)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";62,98;NA;-0,40891;9,6264;3,85271;170,68971;6;22;NA;0,79283;9,84024;1,13662;0;NA;1;NA;2,27649;NA;439585,03;5912289,16
"188";138;"Uckermark";"Wallmow";NA;NA;"5912614.03807386";"439136.21310661";NA;"SS";"3138";"LBK Siedlungen";50101;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Wallmow 38";NA;NA;38;"38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (439136.21310661 5912614.03807386)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";64,66;NA;8,60281;9,91638;5,1197;306,39966;1;23;NA;0,74993;8,17998;1,91835;1;2;3;9,55475;7,21538;NA;439136,21;5912614,04
"189";139;"Uckermark";"Zollchow";NA;NA;"5901033.84674022";"422656.68276748";NA;"SS";"3139";"LBK Siedlungen";18477;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Zollchow 7";NA;NA;7;"7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422656.68276748 5901033.84674022)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";36,48;NA;-1,66349;14,3345;3,88603;52,505;6;22;NA;0,81443;10,39232;0,69382;5;1;1;1,73705;0,87553;NA;422656,68;5901033,85
"190";140;"Uckermark";"Zollchow";NA;NA;"5900863.91281546";"422836.60897285";NA;"SS";"3140";"LBK Siedlungen";18483;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Zollchow 13";NA;NA;13;"13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422836.60897285 5900863.91281546)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";26,04;NA;0,86392;5,53912;5,47093;82,38881;6;23;NA;0,77748;5,54249;7,5657;1;6;6;100,86378;36,30438;NA;422836,61;5900863,91
"191";141;"Uckermark";"Zollchow";NA;NA;"5901173.78915331";"422806.62426761";NA;"SS";"3141";"LBK Siedlungen";18490;"Brandenburg";"© Denkmaldaten / BLDAM 2021";"Zollchow 20";NA;NA;20;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (422806.62426761 5901173.78915331)";"LBK-Siedll_MIW";"/media/sophie/Volume/Nextcloud/NEO/Daten/GeoDaten/fst_shps/LBK-Siedll_MIW.shp";30,03;NA;1,74602;9,2164;5,07364;106,36649;6;23;NA;0,7594;4,68385;6,45905;1;6;6;69,66177;28,42711;NA;422806,62;5901173,79
"192";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4549";"GG";1549;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1549";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5925647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";52,46;0,23056;2,89475;3,0671;0,87485;217,63661;3;22;NA;0,85793;11,18851;2,56429;0;2;3;8,82215;5,48538;NA;420509,67;5925647,67
"193";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4595";"GG";1595;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1595";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (410509.6675 5915647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";87,17;NA;3,55562;7,86757;2,19013;173,58377;6;22;NA;0,85266;11,09456;1,26212;3;3;3;13,63754;5,70968;NA;410509,67;5915647,67
"194";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4596";"GG";1596;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1596";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (420509.6675 5915647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";47,18;NA;-4,22785;8,73299;6,32064;132,86356;6;22;NA;0,82583;8,74105;1,9481;2;3;3;14,98364;7,34468;NA;420509,67;5915647,67
"195";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4597";"GG";1597;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1597";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (430509.6675 5915647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";38,09;NA;0,60778;3,60677;3,56174;274,09042;6;22;NA;0,81905;10,7497;5,50092;1;5;5;40,38146;19,49163;NA;430509,67;5915647,67
"196";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4598";"GG";1598;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1598";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (440509.6675 5915647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";55,96;NA;18,68745;13,8628;9,28331;25,26657;6;22;NA;0,80212;9,91233;1,00943;2;1;2;4,37476;4,00746;NA;440509,67;5915647,67
"197";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4642";"GG";1642;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1642";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (300509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";60,45;NA;-7,05029;0,61369;0,3971;83,63753;2;2;2;0,9168;11,63273;0,52084;3;1;1;3,25808;1,84877;NA;300509,67;5905647,67
"198";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4643";"GG";1643;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1643";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (310509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";94,94;NA;-0,81157;12,83758;3,0484;326,33078;6;23;NA;0,79511;8,51453;1,59277;2;4;3;18,70588;5,87505;NA;310509,67;5905647,67
"199";NA;"Prignitz";"unbek.";NA;NA;NA;NA;NA;NA;"4644";"GG";1644;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1644";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (320509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";134,32001;NA;-1,50335;19,84344;3,39351;34,95992;1;22;NA;0,78507;10,92586;1,2275;NA;NA;NA;NA;NA;NA;320509,67;5905647,67
"200";NA;"Uckermark";"unbek.";NA;NA;NA;NA;NA;NA;"4645";"GG";1645;"Brandenburg";"Rasterpunkt QGIS";"Zufallspunkt 1645";NA;"Punkt im 10x10km Raster übers Arbeitsgebiet";NA;NA;"DEU-3487";NA;"Land";NA;2;"Germany";2945356;NA;"Q1208";"Brandenburg";"Brandenburgia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Point (400509.6675 5905647.6654)";"sampling_punkte_bb";"/media/sophie/Volume/R/Diss/analysis/data/geodata/sampling_punkte_bb.shp";86,73;2,18679;-4,54961;7,83099;1,94044;169,72787;3;3;3;0,85469;11,32342;2,45858;5;4;5;28,46244;15,32877;NA;400509,67;5905647,67
